New_Group	Group	Order	Taxa	NDVI_37DAP_2017	NDVI_44DAP_2017	NDVI_60DAP_2017	NDVI_73DAP_2017	NDVI_115DAP_2017	FT_2017	PH_2017	EH_2017
unclassified	unclassified	1533	PI405713	115.5	124.18	126.85	126.52	130.38	77	162	84
unclassified	unclassified	1534	AMES26022	119.04	122.38	130.04	131.15	136.32	78	158	68
stiff stalk	stiff stalk	1535	PI550555	118.61	124.79	130.65	131.12	135.8	81	143	68
unclassified	unclassified	1536	AMES26779	112.08	122.94	128.62	134.5	136.68	81	135	62
unclassified	unclassified	1537	AMES14211	112.6	121.78	124.8	126.59	128.05	72	95	52
stiff stalk	stiff stalk	1538	PI600957	117.42	124.24	126.85	128.34	131.64	76	139	60
non-stiff stalk	non-stiff stalk	1539	PI539871	119.58	127.32	129.11	132.14	134.91	77	97	44
sweet corn	sweet corn	1540	AMES22024	111.8	120.11	124.97	124.51	127.41	71	113	33
unclassified	unclassified	1541	AMES26793	122.3	124.81	129.32	131.67	131.01	78	151	75
unclassified	unclassified	1542	PI543849	117.87	124.29	130.81	132.59	138.7	77	155	71
unclassified	unclassified	1543	CIZE127	115.9	125.45	127.52	127.2	129.77	87	156	88
sweet corn	sweet corn	1544	AMES22045	112	122.79	126.33	124.94	132.1	69	115	35
unclassified	unclassified	1545	AMES27020	118.77	126.47	129.19	129.85	132.16	71	140	65
popcorn	unclassified	1546	PI587130	110.59	119.64	127.56	130.85	129.54	90	145	78
stiff stalk	stiff stalk	1547	PI538011	116.06	124.44	129.91	128.47	128.29	72	125	64
unclassified	unclassified	1548	PI594082	116.31	124.46	128.27	130.64	134.67	80	150	54
unclassified	unclassified	1549	AMES10264	117.79	123.8	130.89	130.4	132.56	100	182	105
sweet corn	sweet corn	1550	AMES26813	112.01	122.27	126.19	124.98	129.46	65	72	10
unclassified	unclassified	1551	NSL438043	117.69	122.52	128.41	128.91	132.7	94	165	81
non-stiff stalk	non-stiff stalk	1552	AMES24750	117.5	120.51	129.33	130.85	136.39	74	186	98
unclassified	unclassified	1553	NSL30062	117.7	123.58	128.52	126.68	118.47	66	123	56
non-stiff stalk	non-stiff stalk	1554	AMES23458	120.74	125.53	128.26	127.89	127.54	70	133	40
unclassified	unclassified	1555	PI405706	109.69	120.13	126.94	128.77	123.64	71	108	32
unclassified	unclassified	1556	AMES27036	113.96	122.39	126.29	124.63	120.08	65	106	59
unclassified	unclassified	1557	NSL30064	118.52	124.13	128.86	130.75	123.98	80	159	90
stiff stalk	stiff stalk	1558	AMES26786	116.99	123.48	125.54	131.41	126.77	81	168	83
tropical	tropical	1559	PI654048	118.46	124.02	128.19	131.42	135.25	90	169	80
sweet corn	sweet corn	1560	AMES22036	113.81	122.53	126.6	123	125.8	67	86	27
unclassified	unclassified	1561	NSL43597	113.25	123.1	128.59	127.19	132.32	91	191	92
sweet corn	sweet corn	1562	AMES22037	115.87	124.71	123.85	123.2	130.87	59	86	22
unclassified	unclassified	1563	PI601569	114.58	124.12	128.97	129.82	126.44	88	162	84
unclassified	unclassified	1564	PI548783	118.73	124.83	131.04	132.83	134.73	80	146	70
non-stiff stalk	non-stiff stalk	1565	AMES19313	114.23	122.97	125.78	129.93	126.76	75	126	60
unclassified	unclassified	1566	PI550503	114.01	122.32	127.17	126.88	121.85	70	135	66
stiff stalk	stiff stalk	1567	PI648426	120.4	127	129.86	132.3	131.47	77	153	86
unclassified	unclassified	1568	PI406115	117.8	125.55	130.45	132.07	131.35	90	130	75
unclassified	unclassified	1569	PI459080	108.35	119.9	125.01	131.26	133.02	85	112	58
unclassified	unclassified	1570	AMES24713	115.54	124.53	130.4	129.04	125.74	76	138	64
unclassified	unclassified	1571	PI415091	119.11	124.19	122.85	123.47	116.81	65	97	34
non-stiff stalk	non-stiff stalk	1572	PI601574	120.74	124.7	127.53	129.92	129.3	81	138	60
unclassified	unclassified	1573	PI587147	115.15	125.74	128.81	130.6	136.61	81	144	74
unclassified	unclassified	1574	NSL437992	117.06	123.11	126.39	128.2	129.1	82	123	60
unclassified	unclassified	1575	AMES23394	113.27	122.89	125.54	125.38	129.36	71	148	82
non-stiff stalk	non-stiff stalk	1576	AMES26801	112	122.05	131.07	133.78	133.45	80	123	56
non-stiff stalk	non-stiff stalk	1577	AMES24709	116.31	124.36	128.83	130.04	127.31	73	138	61
popcorn	popcorn	1578	AMES29002	114.17	121.39	127.36	130.58	130.25	77	99	53
popcorn	popcorn	1579	AMES28986	116.23	125.76	129.64	129.4	128.6	74	113	62
unclassified	unclassified	1580	PI594085	118.21	125.15	129.66	132.24	134.28	80	159	64
non-stiff stalk	non-stiff stalk	1581	AMES26802	113.72	120.82	127.28	130.04	126.36	76	116	66
unclassified	unclassified	1582	PI221739	112.1	123.81	129.43	129.8	133.46	92	144	56
popcorn	unclassified	1583	PI340869	110.83	123.82	130.59	132.3	135.17	93	141	106
non-stiff stalk	non-stiff stalk	1584	PI601782	117.23	123.45	126.43	130.98	132.18	74	148	65
stiff stalk	stiff stalk	1585	AMES19308	118.84	125.77	128.25	132.28	129.89	73	155	68
non-stiff stalk	non-stiff stalk	1586	NSL42872	116.13	122.46	126.71	125.87	114.06	70	136	67
unclassified	unclassified	1587	NSL437990	117	124.53	128.31	130.7	132.91	84	143	63
unclassified	unclassified	1588	AMES21095	115.29	122.52	126.06	127.46	123.98	90	161	67
non-stiff stalk	non-stiff stalk	1589	PI601440	112.3	121.69	125.41	128.31	131.17	84	143	68
unclassified	unclassified	1590	PI641238	118.03	125.97	131.02	129.39	137.59	94	164	74
unclassified	unclassified	1591	PI587155	116.68	124.28	126.64	126.89	115.57	67	130	60
sweet corn	sweet corn	1592	NSL8582	115.04	125.36	131.82	130.25	124.32	72	113	50
stiff stalk	stiff stalk	1593	PI601009	123.79	128.42	129.2	128.66	133.75	73	153	55
unclassified	unclassified	1594	AMES19326	119.64	124.76	126.82	129.6	121.02	73	149	82
stiff stalk	stiff stalk	1595	PI601572	121	128.12	131.15	131.41	133.49	75	125	56
unclassified	unclassified	1596	PI340861	114.35	124.67	128.77	125.77	125.91	81	132	77
unclassified	unclassified	1597	AMES27114	114.68	124.44	128.56	130.64	126.64	77	144	70
unclassified	unclassified	1598	AMES24723	115.37	123.99	129.5	128.55	126.66	71	160	87
non-stiff stalk	non-stiff stalk	1599	AMES24746	120.35	125.64	130.24	131.69	135.04	77	127	75
non-stiff stalk	non-stiff stalk	1600	PI600956	117.69	123.78	128.95	130.67	134.8	79	168	77
stiff stalk	stiff stalk	1601	PI600959	115.07	124.08	126.14	128.1	122.93	71	132	64
unclassified	unclassified	1602	PI548798	116.34	124.4	130.77	131.59	129.13	71	132	58
unclassified	unclassified	1603	AMES23495	116.7	126.22	130.21	132	128.98	72	132	60
unclassified	unclassified	1604	PI303925	115.26	124.56	129.71	127.76	129.1	69	162	70
non-stiff stalk	non-stiff stalk	1605	PI601562	119.98	125.41	128.86	130.01	127.91	74	140	65
unclassified	unclassified	1606	NSL30065	112.72	123.96	125.86	127.06	127.26	70	159	72
popcorn	popcorn	1607	AMES29012	117	124.07	128.45	129.87	134.69	84	135	67
unclassified	unclassified	1608	AMES14114	117.83	124.67	130.75	132.33	135.7	77	150	49
popcorn	popcorn	1609	AMES24576	114.55	124.09	130.61	133.61	130.04	80	117	59
unclassified	unclassified	1610	NSL437996	116.12	122.78	126.53	128.14	132.13	80	155	66
unclassified	unclassified	1611	CIZE23	113.41	123.13	128.34	129.48	128.87	98	174	76
tropical	tropical	1612	AMES27098	117.33	124.56	129.63	130.26	134.43	90	152	107
unclassified	unclassified	1613	AMES27196	115.1	126.36	129.84	129.84	135.31	75	115	51
unclassified	unclassified	1614	PI535919	114.99	121.82	125.44	123.01	118.22	67	144	59
stiff stalk	stiff stalk	1615	PI517973	115.44	122.81	128.45	131.66	134.2	83	153	66
unclassified	unclassified	1616	AMES19017	114.26	121.7	126.46	127.45	131.78	86	136	49
unclassified	unclassified	1617	NSL437930	119.25	125.66	128.63	131.56	134.19	77	166	97
unclassified	unclassified	1618	PI267169	112.95	122.84	127.41	130.44	124.15	68	124	67
unclassified	unclassified	1619	PI550470	116.72	123.46	129.35	131.49	133.14	79	141	55
unclassified	unclassified	1620	PI554612	122.94	128.38	129.84	130.81	130.48	70	131	58
tropical	tropical	1621	PI641253	118.67	125.1	129.37	131.47	133.67	87	154	96
popcorn	popcorn	1622	AMES29009	116.14	122.96	129.14	129.25	132.86	84	147	71
unclassified	unclassified	1623	NSL197106	110.88	122.06	127.28	127.45	133.51	96	156	90
unclassified	unclassified	1624	PI559920	113.82	123.54	127.67	127.82	130.03	69	144	50
sweet corn	sweet corn	1625	AMES22061	112.05	123.43	130.65	126.82	126.14	75	133	59
stiff stalk	stiff stalk	1626	PI594048	117.64	124.34	125.96	130.26	130.47	79	165	66
unclassified	unclassified	1627	AMES27057	116.92	122.4	126.95	126.22	121.7	65	140	42
popcorn	popcorn	1628	AMES29007	113.94	122.31	128.05	128.01	135.49	79	127	70
stiff stalk	stiff stalk	1629	AMES19293	116	123.56	128.31	129.87	132.07	78	127	60
stiff stalk	stiff stalk	1630	AMES27065	118.93	125.92	128.82	129.86	126.75	75	158	82
tropical	tropical	1631	PI550903	112.71	122.73	126.62	127.21	140.06	100	196	100
unclassified	unclassified	1632	PI550469	111.65	120.81	127.15	130.66	128.8	80	149	61
unclassified	unclassified	1633	PI524970	120	126.81	131.1	129.54	130.32	73	153	82
unclassified	unclassified	1634	NSL67793	107.76	119.31	125.68	127.54	131.56	93	178	85
unclassified	unclassified	1635	PI303937	108.03	120.29	126.26	128.3	126.23	83	155	70
unclassified	unclassified	1636	AMES20190	115.98	123.35	125.62	124.89	115.06	64	110	44
non-stiff stalk	non-stiff stalk	1637	PI601405	119.82	124.18	128.52	127.62	122.25	66	123	50
tropical	tropical	1638	PI641071	115.37	124.21	131.62	131.81	138.28	95	145	82
unclassified	unclassified	1639	NSL437980	113.4	123.39	129.27	131.21	134.13	85	218	144
sweet corn	sweet corn	1640	AMES22039	116.8	123.22	124.99	122.7	117.71	64	63	20
non-stiff stalk	non-stiff stalk	1641	AMES22757	114.76	122.79	128.47	130.15	126.02	73	135	70
unclassified	unclassified	1642	AMES2334	117.1	125.61	131.87	135.39	136.92	77	81	40
unclassified	unclassified	1643	NSL22632	115.35	122.16	126.1	130.41	131.72	98	140	83
unclassified	unclassified	1644	PI391672	113.72	121.38	124.33	126.25	115.77	65	126	29
unclassified	unclassified	1645	AMES19327	109.67	120.49	125.27	125.93	132.98	92	172	90
unclassified	unclassified	1646	AMES23501	115.06	124.01	129.08	127.38	129.55	67	115	54
unclassified	unclassified	1647	PI561527	112.13	120.99	125.17	129.53	132.45	87	80	42
popcorn	popcorn	1648	AMES27188	115.49	123.9	130.04	133.17	134.29	84	161	78
unclassified	unclassified	1649	PI511313	115.3	123.76	128.76	130.42	129.33	81	164	76
unclassified	unclassified	1650	PI548808	118.61	125	129.91	129.65	130.28	74	147	59
unclassified	unclassified	1651	AMES12817	121.53	128.21	129.31	133.03	133.83	73	149	59
unclassified	unclassified	1652	AMES19003	115.65	122.29	126.89	131.56	129.58	81	150	53
unclassified	unclassified	1653	AMES10254	112.63	122.27	126.25	129.39	132.86	89	98	39
unclassified	unclassified	1654	NSL29304	118.57	125.65	130.26	129.09	131.57	74	106	58
unclassified	unclassified	1655	AMES19324	114.87	121.68	126.25	128.56	127.47	77	149	65
stiff stalk	stiff stalk	1656	AMES27051	118.81	124.54	129.84	132	131.24	78	88	44
stiff stalk	stiff stalk	1657	PI539872	116.66	124.51	128.4	129.98	133.55	81	135	40
unclassified	unclassified	1658	AMES29451	115.35	123.85	126.54	129.11	132.45	90	181	115
stiff stalk	stiff stalk	1659	PI597927	122.53	126.69	130.66	132.14	133.91	78	162	77
sweet corn	sweet corn	1660	PI233322	112.38	123.57	126.17	122.9	112.21	64	62	15
unclassified	unclassified	1661	PI631394	114.46	122.15	125.26	124.9	114.2	66	112	48
unclassified	unclassified	1662	PI186182	117.39	124.67	126.39	128.16	135.25	85	154	54
unclassified	unclassified	1663	AMES2332	116.57	123.64	128.78	131.64	131.11	76	137	64
unclassified	unclassified	1664	NSL29285	112.24	122.87	128.01	134.3	134.84	85	87	24
sweet corn	sweet corn	1665	AMES28957	113.73	123.79	131.3	132.2	132.53	95	135	90
sweet corn	sweet corn	1666	PI644102	117.65	124.35	128.55	127.97	123.43	71	105	42
non-stiff stalk	non-stiff stalk	1667	PI550472	117.93	125.58	129.92	131.17	136.05	75	135	60
unclassified	unclassified	1668	PI198894	111.54	120.9	125.87	127.85	125.26	83	181	101
unclassified	unclassified	1669	PI594072	118.75	126.21	128.57	130.5	132.67	80	169	79
unclassified	unclassified	1670	AMES24728	114.1	121.76	128.84	127.67	128.8	74	116	40
stiff stalk	stiff stalk	1671	PI601439	120.17	126.11	127.31	127.61	130.67	71	168	54
unclassified	unclassified	1672	PI550490	116.62	125.91	127.93	125.26	125.13	66	105	40
unclassified	unclassified	1673	NSL437935	116.64	125.57	129.45	132.96	130.09	80	161	69
unclassified	unclassified	1674	NSL53094	113.48	122.37	128.42	129.39	135	87	183	64
unclassified	unclassified	1675	AMES24726	116.33	126.69	128.05	129.2	130.28	74	116	52
unclassified	unclassified	1676	AMES23402	109.19	120.17	123.26	127.19	136.43	76	118	45
non-stiff stalk	non-stiff stalk	1677	PI584529	115.64	123.89	127.91	130.57	135.8	76	120	60
unclassified	unclassified	1678	PI548801	117.65	122.78	127.01	127.87	116.35	64	100	43
unclassified	unclassified	1679	AMES23451	108.77	120.05	128.02	125.74	115.72	70	122	44
unclassified	unclassified	1680	AMES27032	116.68	123.46	126.87	125.34	111.64	66	126	38
unclassified	unclassified	1681	PI601683	116.23	124.37	129.64	129.29	127.28	68	138	71
unclassified	unclassified	1682	PI550440	114.62	123.58	129.98	130.08	137.24	83	121	58
unclassified	unclassified	1683	PI610494	114.23	123.31	130.75	130.34	130.51	80	163	73
unclassified	unclassified	1684	PI538239	114.16	122.49	128.38	131.19	129.56	71	133	63
unclassified	unclassified	1685	AMES27162	114.19	122.39	128	129.11	133.56	90	140	64
unclassified	unclassified	1686	NSL67788	106.93	120.58	128.14	127.44	133.29	95	146	60
unclassified	unclassified	1687	AMES19008	117.95	126.45	129.1	129.5	135.16	82	153	60
unclassified	unclassified	1688	AMES26120	115.87	125.34	128.93	130.2	132.9	80	161	83
sweet corn	unclassified	1689	AMES22063	114.16	122.5	128.22	128.82	125.9	70	110	43
unclassified	unclassified	1690	PI406109	111.79	122.51	127.57	131.93	130.49	83	155	57
stiff stalk	stiff stalk	1691	AMES28366	114.76	123.03	128.17	130.81	126.68	78	128	57
unclassified	unclassified	1692	AMES28947	118.36	124.06	127.4	131.69	123.16	77	124	74
tropical	tropical	1693	PI550902	110.77	121.64	126.95	128.15	138.62	113	154	100
popcorn	popcorn	1694	PI340866	118.52	125.48	129.32	131.38	132.31	74	115	63
unclassified	unclassified	1695	NSL437983	112.73	122.94	128.37	128.83	131.55	88	115	75
landraces	landraces	1696	AMES30531	114.06	123.16	125.31	125.68	132.91	64	98	29
unclassified	unclassified	1697	AMES26782	113.34	121.91	126.74	128.68	128.71	91	120	70
unclassified	unclassified	1698	NSL438037	115.18	122.88	128.68	128.4	133.46	93	131	71
non-stiff stalk	non-stiff stalk	1699	NSL30056	114.95	122.43	126.96	127.68	125.56	70	118	32
unclassified	unclassified	1700	PI601725	116.14	123.47	128.67	130.64	130.13	76	158	79
unclassified	unclassified	1701	PI186215	114.49	122.44	127.82	128.68	130.9	82	150	83
unclassified	unclassified	1702	PI415084	116.17	122.8	125.35	125.73	123.37	66	103	40
tropical	tropical	1703	PI550916	118.69	126.33	130.76	131.95	137.22	107	202	139
unclassified	unclassified	1704	NSL438022	108.29	120.49	127.74	129.97	137.11	83	139	81
stiff stalk	stiff stalk	1705	AMES24743	117.15	126.28	131.57	129.9	133.72	76	125	52
unclassified	unclassified	1706	NSL30896	114.34	123.23	127.24	127.55	120.69	77	141	39
non-stiff stalk	non-stiff stalk	1707	PI601317	115.74	123.21	127.17	127.7	126.53	78	111	32
unclassified	unclassified	1708	PI601416	114.34	123.22	129.76	132.06	126.36	71	120	53
unclassified	unclassified	1709	NSL65871	113.26	123.99	128.86	130.83	125.72	76	134	61
unclassified	unclassified	1710	AMES27168	114.79	122.31	127.89	131.62	136.4	89	164	66
non-stiff stalk	non-stiff stalk	1711	PI601495	116.42	125.53	129.44	132.31	129.17	71	135	70
unclassified	unclassified	1712	PI200188	112.3	123.36	125.6	128.68	134.05	74	150	61
unclassified	unclassified	1713	AMES27135	117.48	122.57	128.03	125.01	119.69	66	128	53
unclassified	unclassified	1714	AMES2328	116.51	124.45	129.49	129.33	127.7	70	140	73
unclassified	unclassified	1715	PI553056	116.53	121.55	125.81	125.7	127.22	76	166	71
unclassified	unclassified	1716	PI601376	117.86	122.82	125.6	122.29	118.64	64	107	51
non-stiff stalk	non-stiff stalk	1717	PI601209	116.3	125.83	130.23	130.5	133.05	78	139	60
tropical	tropical	1718	PI506254	114.82	123.86	128.19	129.6	131.76	88	142	61
unclassified	unclassified	1719	AMES28412	113.37	123.78	131.63	134.29	135.68	83	104	51
non-stiff stalk	non-stiff stalk	1720	AMES28424	113.62	124.21	128.29	127.89	130.79	76	112	32
unclassified	unclassified	1721	CIZE90	114.76	124.95	128.54	129.2	133.27	89	131	79
popcorn	popcorn	1722	PI340857	113.55	123.9	128.12	127.92	129.27	76	135	64
unclassified	unclassified	1723	PI601159	115.42	122.39	126.72	130.8	129.59	77	129	54
unclassified	unclassified	1724	PI594055	116.84	126.64	128.99	131.69	135.49	80	166	76
tropical	tropical	1725	PI550913	109.45	120.74	128.81	128.91	134.37	103	201	114
unclassified	unclassified	1726	PI596503	113.83	123.97	128.14	129.02	127.65	72	151	84
unclassified	unclassified	1727	PI531085	119.23	126.24	129.53	128.88	128.82	78	111	39
unclassified	unclassified	1728	AMES19012	120.47	126.05	130.73	129.23	133.45	83	203	77
unclassified	unclassified	1729	AMES27178	115.45	122.65	128.52	129.55	131.07	78	111	61
popcorn	popcorn	1730	PI340835	111.79	119.91	124.78	126.45	119.23	80	98	49
unclassified	unclassified	1731	PI391666	111.48	122.54	125.96	127.8	127.2	73	131	57
popcorn	popcorn	1732	AMES28998	116.56	124.18	129.01	129.56	131.75	81	137	85
unclassified	unclassified	1733	AMES27151	122.78	126.21	129.79	131.97	131.82	77	154	70
non-stiff stalk	non-stiff stalk	1734	NSL28966	113.93	122.35	128.26	129.48	120.08	81	134	62
unclassified	unclassified	1735	NSL67798	108.89	122.1	128.36	129.16	131.77	86	135	56
tropical	tropical	1736	PI550917	108.33	120.03	125.45	128.22	135.88	98	164	72
unclassified	unclassified	1737	PI559382	117.27	123.74	126.73	129.42	129.14	77	141	62
non-stiff stalk	non-stiff stalk	1738	PI538007	119.31	127.04	130.13	131.96	133.07	76	110	48
unclassified	unclassified	1739	PI303926	114.79	123.5	126.99	128.47	129.28	73	140	62
unclassified	unclassified	1740	PI550522	112.67	122.04	126.4	129.33	130.43	86	164	81
unclassified	unclassified	1741	AMES27105	116.42	122.69	125.74	123.89	111.46	66	133	46
unclassified	unclassified	1742	PI601374	118.4	126	131.75	130.57	127.85	71	126	60
unclassified	unclassified	1743	PI601779	113.67	123.94	129.18	133.47	134.2	84	156	66
popcorn	unclassified	1744	AMES28993	114.68	123.26	127.19	128.14	125.1	79	162	91
unclassified	unclassified	1745	AMES27147	116.08	122.2	128.32	131.19	133.61	90	120	61
stiff stalk	stiff stalk	1746	PI550463	117.75	124.97	127.17	131.22	128.49	79	147	72
unclassified	unclassified	1747	PI596627	113.45	120.75	125.23	125.62	128.75	93	161	72
unclassified	unclassified	1748	PI427111	120.77	126.98	129.37	128	129.38	70	111	58
non-stiff stalk	non-stiff stalk	1749	PI601570	119.21	126.14	129.1	130.44	130.68	70	116	55
unclassified	unclassified	1750	PI601787	119.86	125.66	129.57	132.63	136.6	74	126	64
tropical	tropical	1751	PI641068	113.46	120.7	126.98	130.25	134.56	95	130	75
unclassified	unclassified	1752	PI559375	118.37	124.51	127.83	127.78	129.52	70	123	54
